Country,Country Code,Series,Series Code,2023Q2 [2023Q2],2023Q3 [2023Q3],2023Q4 [2023Q4],2024Q1 [2024Q1],2024Q2 [2024Q2],2024Q3 [2024Q3],2024Q4 [2024Q4],2025Q1 [2025Q1],2025Q2 [2025Q2],2025Q3 [2025Q3]
Advanced Economies,AME,"Core CPI,not seas.adj,,,",CORENS,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"Core CPI,seas.adj,,,",CORESA,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"CPI Price, % y-o-y, median weighted, seas. adj.,",CPTOTSAXMZGY,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"CPI Price, % y-o-y, not seas. adj.,,",CPTOTSAXNZGY,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"CPI Price, seas. adj.,,,",CPTOTSAXN,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"CPI Price,not seas.adj,,,",CPTOTNSXN,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"Exchange rate, new LCU per USD extended backward, period average,,",DPANUSSPB,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"Exchange rate, old LCU per USD extended forward, period average,,",DPANUSSPF,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,2747101.68,2711504.085,2804473.724,2747263.256,2795362.329,2775144.416,2833256.172,2836982.092,..,..
Advanced Economies,AME,"Exports Merchandise, Customs, constant US$, millions, seas. adj.",DXGSRMRCHSAKD,2741321.592,2749924.972,2759485.778,2759963.791,2784036.652,2812467.532,2786239.75,2858520.685,..,..
Advanced Economies,AME,"Exports Merchandise, Customs, current US$, millions, not seas. adj.",DXGSRMRCHNSCD,3264405.659,3194715.008,3303811.074,3243778.984,3295276.447,3280910.86,3314700.754,3313894.666,..,..
Advanced Economies,AME,"Exports Merchandise, Customs, current US$, millions, seas. adj.",DXGSRMRCHSACD,3240273.389,3247260.013,3258656.509,3262387.882,3275119.738,3340401.312,3277467.295,3348173.133,..,..
Advanced Economies,AME,"Exports Merchandise, Customs, Price, US$, not seas. adj.",DXGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"Exports Merchandise, Customs, Price, US$, seas. adj.",DXGSRMRCHSAXD,1.182011406,1.18085404,1.180892663,1.182040102,1.176392464,1.187711955,1.176304837,1.171295751,..,..
Advanced Economies,AME,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,13691532.38,13735989.94,13784766.57,13837786.67,13913320.03,13983758.42,14048721.97,14076797.88,..,..
Advanced Economies,AME,"GDP,current LCU,millions,seas. adj.,",NYGDPMKTPSACN,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,15466400.21,15605710.19,15658589.08,15923579.91,15976349.15,16342075.28,16322047.92,16333756.38,..,..
Advanced Economies,AME,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,2635629.523,2593771.323,2640425.69,2570680.785,2647247.463,2690676.29,2738416.918,2800432.645,..,..
Advanced Economies,AME,"Imports Merchandise, Customs, constant US$, millions, seas. adj.",DMGSRMRCHSAKD,2968916.494,2928816.125,2934189.415,2907303.788,2979828.556,3028735.447,3049743.246,3153861.582,..,..
Advanced Economies,AME,"Imports Merchandise, Customs, current US$, millions, not seas. adj.",DMGSRMRCHNSCD,3076986.277,2997512.615,3053021.25,2962700.945,3069755.678,3123378.801,3144631.84,3204211.859,..,..
Advanced Economies,AME,"Imports Merchandise, Customs, current US$, millions, seas. adj.",DMGSRMRCHSACD,3403548.537,3343572.131,3343169.993,3319507.985,3393659.519,3472406.418,3450709.921,3575835.113,..,..
Advanced Economies,AME,"Imports Merchandise, Customs, Price, US$, not seas. adj.",DMGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..
Advanced Economies,AME,"Imports Merchandise, Customs, Price, US$, seas. adj.",DMGSRMRCHSAXD,1.146394162,1.14161217,1.139384518,1.141782293,1.138877441,1.146487198,1.131475551,1.133795831,..,..
Advanced Economies,AME,"Industrial Production, constant US$, seas. adj.,,",IPTOTSAKD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Core CPI,not seas.adj,,,",CORENS,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Core CPI,seas.adj,,,",CORESA,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"CPI Price, % y-o-y, median weighted, seas. adj.,",CPTOTSAXMZGY,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"CPI Price, % y-o-y, not seas. adj.,,",CPTOTSAXNZGY,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"CPI Price, seas. adj.,,,",CPTOTSAXN,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"CPI Price,not seas.adj,,,",CPTOTNSXN,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Exchange rate, new LCU per USD extended backward, period average,,",DPANUSSPB,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Exchange rate, old LCU per USD extended forward, period average,,",DPANUSSPF,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Exports Merchandise, Customs, constant US$, millions, seas. adj.",DXGSRMRCHSAKD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Exports Merchandise, Customs, current US$, millions, not seas. adj.",DXGSRMRCHNSCD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Exports Merchandise, Customs, current US$, millions, seas. adj.",DXGSRMRCHSACD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Exports Merchandise, Customs, Price, US$, not seas. adj.",DXGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Exports Merchandise, Customs, Price, US$, seas. adj.",DXGSRMRCHSAXD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"GDP,current LCU,millions,seas. adj.,",NYGDPMKTPSACN,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Imports Merchandise, Customs, constant US$, millions, seas. adj.",DMGSRMRCHSAKD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Imports Merchandise, Customs, current US$, millions, not seas. adj.",DMGSRMRCHNSCD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Imports Merchandise, Customs, current US$, millions, seas. adj.",DMGSRMRCHSACD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Imports Merchandise, Customs, Price, US$, not seas. adj.",DMGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Imports Merchandise, Customs, Price, US$, seas. adj.",DMGSRMRCHSAXD,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Industrial Production, constant US$, seas. adj.,,",IPTOTSAKD,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Core CPI,not seas.adj,,,",CORENS,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Core CPI,seas.adj,,,",CORESA,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"CPI Price, % y-o-y, median weighted, seas. adj.,",CPTOTSAXMZGY,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"CPI Price, % y-o-y, not seas. adj.,,",CPTOTSAXNZGY,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"CPI Price, seas. adj.,,,",CPTOTSAXN,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"CPI Price,not seas.adj,,,",CPTOTNSXN,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Exchange rate, new LCU per USD extended backward, period average,,",DPANUSSPB,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Exchange rate, old LCU per USD extended forward, period average,,",DPANUSSPF,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Exports Merchandise, Customs, constant US$, millions, seas. adj.",DXGSRMRCHSAKD,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Exports Merchandise, Customs, current US$, millions, not seas. adj.",DXGSRMRCHNSCD,1104.303519,1025.120061,1106.462765,996.5463556,1111.317969,951.3729903,940.9796699,1061.178154,..,..
Albania,ALB,"Exports Merchandise, Customs, current US$, millions, seas. adj.",DXGSRMRCHSACD,1032.118232,1090.857338,1119.661723,997.4771415,1037.299515,1013.709658,947.9010514,1059.295653,..,..
Albania,ALB,"Exports Merchandise, Customs, Price, US$, not seas. adj.",DXGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Exports Merchandise, Customs, Price, US$, seas. adj.",DXGSRMRCHSAXD,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,489613,495251,497410,503687,508201,514839,518738,522110,..,..
Albania,ALB,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,4406.843027,4457.588782,4477.021219,4533.518399,4574.147405,4633.893825,4668.987421,4699.337667,..,..
Albania,ALB,"GDP,current LCU,millions,seas. adj.,",NYGDPMKTPSACN,582517,594612,609089,619132,621856,633328,639173,644056,..,..
Albania,ALB,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,5752.623066,6144.556523,6291.043685,6480.006293,6641.089007,6966.10613,6920.84391,6851.502668,..,..
Albania,ALB,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Imports Merchandise, Customs, constant US$, millions, seas. adj.",DMGSRMRCHSAKD,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Imports Merchandise, Customs, current US$, millions, not seas. adj.",DMGSRMRCHNSCD,2276.511599,2186.661824,2296.969582,2186.519709,2470.503296,2476.92258,2476.944546,2147.399971,..,..
Albania,ALB,"Imports Merchandise, Customs, current US$, millions, seas. adj.",DMGSRMRCHSACD,2213.022303,2161.623036,2192.637643,2412.259468,2386.951521,2446.579384,2373.237468,2364.622634,..,..
Albania,ALB,"Imports Merchandise, Customs, Price, US$, not seas. adj.",DMGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Imports Merchandise, Customs, Price, US$, seas. adj.",DMGSRMRCHSAXD,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Industrial Production, constant US$, seas. adj.,,",IPTOTSAKD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Core CPI,not seas.adj,,,",CORENS,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Core CPI,seas.adj,,,",CORESA,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"CPI Price, % y-o-y, median weighted, seas. adj.,",CPTOTSAXMZGY,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"CPI Price, % y-o-y, not seas. adj.,,",CPTOTSAXNZGY,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"CPI Price, seas. adj.,,,",CPTOTSAXN,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"CPI Price,not seas.adj,,,",CPTOTNSXN,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Exchange rate, new LCU per USD extended backward, period average,,",DPANUSSPB,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Exchange rate, old LCU per USD extended forward, period average,,",DPANUSSPF,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Exports Merchandise, Customs, constant US$, millions, seas. adj.",DXGSRMRCHSAKD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Exports Merchandise, Customs, current US$, millions, not seas. adj.",DXGSRMRCHNSCD,14108.1875,13603.875,13165,12791.5625,12483.5625,12241,12063.875,..,..,..
Algeria,DZA,"Exports Merchandise, Customs, current US$, millions, seas. adj.",DXGSRMRCHSACD,14118.4291,13594.43892,13123.08295,12831.51616,12491.79127,12235.93584,12024.84818,..,..,..
Algeria,DZA,"Exports Merchandise, Customs, Price, US$, not seas. adj.",DXGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Exports Merchandise, Customs, Price, US$, seas. adj.",DXGSRMRCHSAXD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"GDP,current LCU,millions,seas. adj.,",NYGDPMKTPSACN,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,8883.265132,9652.257965,10698.35201,..,..,..,..,..,..,..
Algeria,DZA,"Imports Merchandise, Customs, constant US$, millions, seas. adj.",DMGSRMRCHSAKD,8883.939261,9607.839282,10620.4646,..,..,..,..,..,..,..
Algeria,DZA,"Imports Merchandise, Customs, current US$, millions, not seas. adj.",DMGSRMRCHNSCD,10496.21927,10804.68524,11151.86096,..,..,..,..,..,..,..
Algeria,DZA,"Imports Merchandise, Customs, current US$, millions, seas. adj.",DMGSRMRCHSACD,10490.63333,10801.07031,11153.62864,..,..,..,..,..,..,..
Algeria,DZA,"Imports Merchandise, Customs, Price, US$, not seas. adj.",DMGSRMRCHNSXD,1.181870968,1.119869473,1.043099092,..,..,..,..,..,..,..
Algeria,DZA,"Imports Merchandise, Customs, Price, US$, seas. adj.",DMGSRMRCHSAXD,1.181112929,1.124611833,1.050951193,..,..,..,..,..,..,..
Algeria,DZA,"Industrial Production, constant US$, seas. adj.,,",IPTOTSAKD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Core CPI,not seas.adj,,,",CORENS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Core CPI,seas.adj,,,",CORESA,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"CPI Price, % y-o-y, median weighted, seas. adj.,",CPTOTSAXMZGY,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"CPI Price, % y-o-y, not seas. adj.,,",CPTOTSAXNZGY,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"CPI Price, seas. adj.,,,",CPTOTSAXN,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"CPI Price,not seas.adj,,,",CPTOTNSXN,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Exchange rate, new LCU per USD extended backward, period average,,",DPANUSSPB,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Exchange rate, old LCU per USD extended forward, period average,,",DPANUSSPF,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Exports Merchandise, Customs, constant US$, millions, seas. adj.",DXGSRMRCHSAKD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Exports Merchandise, Customs, current US$, millions, not seas. adj.",DXGSRMRCHNSCD,9975.078125,9598.453125,9401.296875,9383.609375,9545.390625,9886.640625,10407.35938,..,..,..
Angola,AGO,"Exports Merchandise, Customs, current US$, millions, seas. adj.",DXGSRMRCHSACD,10011.61753,9586.024724,9348.224045,9411.598396,9588.401957,9874.972094,10334.84155,..,..,..
Angola,AGO,"Exports Merchandise, Customs, Price, US$, not seas. adj.",DXGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Exports Merchandise, Customs, Price, US$, seas. adj.",DXGSRMRCHSAXD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"GDP,current LCU,millions,seas. adj.,",NYGDPMKTPSACN,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Imports Merchandise, Customs, constant US$, millions, seas. adj.",DMGSRMRCHSAKD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Imports Merchandise, Customs, current US$, millions, not seas. adj.",DMGSRMRCHNSCD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Imports Merchandise, Customs, current US$, millions, seas. adj.",DMGSRMRCHSACD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Imports Merchandise, Customs, Price, US$, not seas. adj.",DMGSRMRCHNSXD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Imports Merchandise, Customs, Price, US$, seas. adj.",DMGSRMRCHSAXD,..,..,..,..,..,..,..,..,..,..
